Gene	Gene name
ENSMUSG00000033767	D930015E06Rik
ENSMUSG00000026989	Dapl1
ENSMUSG00000002109	Ddb2
ENSMUSG00000036661	Dennd3
ENSMUSG00000015377	Dennd6b
ENSMUSG00000025357	Dgka
ENSMUSG00000033826	Dnah8
ENSMUSG00000009145	Dqx1
ENSMUSG00000014791	Elmo3
ENSMUSG00000030219	Erp27
ENSMUSG00000021262	Evl
ENSMUSG00000017897	Eya2
ENSMUSG00000021678	F2rl1
ENSMUSG00000034171	Faah
ENSMUSG00000056069	Fam105a
ENSMUSG00000026655	Fam107b
ENSMUSG00000037946	Fgd3
ENSMUSG00000031137	Fgf13
ENSMUSG00000023008	Fmnl3
ENSMUSG00000039521	Foxp3
ENSMUSG00000067199	Frat1
ENSMUSG00000047604	Frat2
ENSMUSG00000048285	Frmd6
ENSMUSG00000024462	Gabbr1
ENSMUSG00000023267	Gabrr2
ENSMUSG00000079071	Gm14085
ENSMUSG00000108348	Gm42372
ENSMUSG00000058470	Gm8369
ENSMUSG00000031932	Gpr83
ENSMUSG00000001700	Gramd3
ENSMUSG00000070407	Hs3st3b1
ENSMUSG00000007872	Id3
ENSMUSG00000027778	Ift80
ENSMUSG00000017493	Igfbp4
ENSMUSG00000040498	Igsf23
ENSMUSG00000025997	Ikzf2
ENSMUSG00000002578	Ikzf4
ENSMUSG00000002897	Il17ra
ENSMUSG00000030745	Il21r
ENSMUSG00000003882	Il7r
ENSMUSG00000061859	Inadl
ENSMUSG00000091811	Inafm1
ENSMUSG00000032594	Ip6k1
ENSMUSG00000064065	Ipcef1
ENSMUSG00000005947	Itgae
ENSMUSG00000031239	Itm2a
ENSMUSG00000040724	Kcna2
ENSMUSG00000058975	Kcnc1
ENSMUSG00000038319	Kcnh2
ENSMUSG00000025221	Kcnip2
ENSMUSG00000054934	Kcnmb4
ENSMUSG00000042207	Kdm5b
ENSMUSG00000041642	Kif21b
ENSMUSG00000042810	Krba1
ENSMUSG00000029149	Krtcap3
ENSMUSG00000026919	Lcn4
ENSMUSG00000025223	Ldb1
ENSMUSG00000027985	Lef1
ENSMUSG00000037363	Letm2
ENSMUSG00000029570	Lfng
ENSMUSG00000020782	Llgl2
ENSMUSG00000022999	Lmbr1l
ENSMUSG00000031861	Lpar2
ENSMUSG00000033446	Lpar6
ENSMUSG00000030029	Lrig1
ENSMUSG00000032352	Lrrc1
ENSMUSG00000046807	Lrrc75b
ENSMUSG00000024402	Lta
ENSMUSG00000026980	Ly75
ENSMUSG00000026765	Lypd6b
ENSMUSG00000031833	Mast3
ENSMUSG00000031858	Mau2
ENSMUSG00000025220	Mgea5
ENSMUSG00000029022	Miip
ENSMUSG00000027569	Mrgbp
ENSMUSG00000038065	Mturn
ENSMUSG00000038670	Mybpc2
ENSMUSG00000023009	Nckap5l
ENSMUSG00000047180	Neurl3
ENSMUSG00000020297	Nsg2
ENSMUSG00000059146	Ntrk3
ENSMUSG00000074340	Ovgp1
ENSMUSG00000040276	Pacsin1
ENSMUSG00000029056	Pank4
ENSMUSG00000036779	Papd5
ENSMUSG00000031860	Pbx4
ENSMUSG00000039849	Pcif1
ENSMUSG00000027589	Pcmtd2
ENSMUSG00000021699	Pde4d
ENSMUSG00000006494	Pdk1
ENSMUSG00000020134	Peli1
ENSMUSG00000024193	Phf1
ENSMUSG00000029406	Pitpnm2
ENSMUSG00000016933	Plcg1
ENSMUSG00000087141	Plcxd2
ENSMUSG00000030231	Plekha5
ENSMUSG00000037552	Plekhg2
ENSMUSG00000047996	Prrg1
ENSMUSG00000027978	Prss12
ENSMUSG00000021411	Pxdc1
ENSMUSG00000043102	Qrfp
ENSMUSG00000064181	Rab3ip
ENSMUSG00000032413	Rasa2
ENSMUSG00000025350	Rdh5
ENSMUSG00000031706	Rfx1
ENSMUSG00000024186	Rgs11
ENSMUSG00000040746	Rnf167
ENSMUSG00000023927	Satb1
ENSMUSG00000036529	Sbf1
ENSMUSG00000044770	Scml4
ENSMUSG00000023033	Scn8a
ENSMUSG00000061186	Sfmbt2
ENSMUSG00000030733	Sh2b1
ENSMUSG00000025647	Shisa5
ENSMUSG00000017756	Slc12a7
ENSMUSG00000059336	Slc14a1
ENSMUSG00000023912	Slc25a27
ENSMUSG00000024036	Slc37a1
ENSMUSG00000057193	Slc44a2
ENSMUSG00000021565	Slc6a19
ENSMUSG00000031129	Slc9a9
ENSMUSG00000038963	Slco4a1
ENSMUSG00000025880	Smad7
ENSMUSG00000076431	Sox4
ENSMUSG00000021990	Spata13
ENSMUSG00000074227	Spint2
ENSMUSG00000004865	Srpk1
ENSMUSG00000030283	St8sia1
ENSMUSG00000020919	Stat5b
ENSMUSG00000007207	Stx1a
ENSMUSG00000042524	Sun2
ENSMUSG00000032714	Syde1
ENSMUSG00000033253	Szt2
ENSMUSG00000030699	Tbx6
ENSMUSG00000000782	Tcf7
ENSMUSG00000050052	Tdrp
ENSMUSG00000066621	Tecpr1
ENSMUSG00000047146	Tet1
ENSMUSG00000008305	Tle1
ENSMUSG00000034771	Tle2
ENSMUSG00000025572	Tmc6
ENSMUSG00000042757	Tmem108
ENSMUSG00000055692	Tmem191c
ENSMUSG00000036944	Tmem71
ENSMUSG00000049555	Tmie
ENSMUSG00000045362	Tnfrsf26
ENSMUSG00000061723	Tnnt3
ENSMUSG00000041272	Tox
ENSMUSG00000030775	Trat1
ENSMUSG00000095668	Trbd1
ENSMUSG00000076494	Trbj2-3
ENSMUSG00000076470	Trbv13-3
ENSMUSG00000030523	Trpm1
ENSMUSG00000039485	Tspyl4
ENSMUSG00000028381	Ugcg
ENSMUSG00000015127	Unkl
ENSMUSG00000026854	Usp20
ENSMUSG00000032528	Vipr1
ENSMUSG00000029578	Wipi2
ENSMUSG00000030094	Xpc
ENSMUSG00000020868	Xylt2
ENSMUSG00000055835	Zfp1
ENSMUSG00000037855	Zfp365
ENSMUSG00000071064	Zfp827
ENSMUSG00000038797	Zscan2
ENSMUSG00000059939	9430015G10Rik
ENSMUSG00000023938	Aars2
ENSMUSG00000025085	Ablim1
ENSMUSG00000024299	Adamts10
ENSMUSG00000029165	Agbl5
ENSMUSG00000038587	Akap12
ENSMUSG00000002625	Akap8l
ENSMUSG00000032607	Amt
ENSMUSG00000031508	Ankrd10
ENSMUSG00000022515	Anks3
ENSMUSG00000040459	Arglu1
ENSMUSG00000030766	Arhgap17
ENSMUSG00000030047	Arhgap25
ENSMUSG00000034255	Arhgap27
ENSMUSG00000031389	Arhgap4
ENSMUSG00000040940	Arhgef1
ENSMUSG00000004568	Arhgef18
ENSMUSG00000004661	Arid3b
ENSMUSG00000033436	Armcx2
ENSMUSG00000033781	Asb13
ENSMUSG00000047767	Atg16l2
ENSMUSG00000057229	Atp5sl
ENSMUSG00000022686	B3gnt5
ENSMUSG00000059479	B3gnt8
ENSMUSG00000040270	Bach2
ENSMUSG00000070501	BC094916
ENSMUSG00000029438	Bcl7a
ENSMUSG00000028545	Bend5
ENSMUSG00000049086	Bmyc
ENSMUSG00000022914	Brwd1
ENSMUSG00000042460	C1galt1
ENSMUSG00000038990	Cables2
ENSMUSG00000059588	Calcrl
ENSMUSG00000036526	Card11
ENSMUSG00000020482	Ccdc117
ENSMUSG00000048498	Cd300e
ENSMUSG00000026399	Cd55
ENSMUSG00000028459	Cd72
ENSMUSG00000094626	Cecr6
ENSMUSG00000023919	Cenpq
ENSMUSG00000008206	Cers4
ENSMUSG00000018474	Chd3
ENSMUSG00000030930	Chst15
ENSMUSG00000057337	Chst3
ENSMUSG00000022504	Ciita
ENSMUSG00000061028	Clasrp
ENSMUSG00000053931	Cnn3
ENSMUSG00000045672	Col27a1
ENSMUSG00000004098	Col5a3
ENSMUSG00000020183	Cpm
ENSMUSG00000024008	Cpne5
ENSMUSG00000026616	Cr2
ENSMUSG00000023968	Crip3
ENSMUSG00000073563	Csnk1g3
ENSMUSG00000046668	Cxxc5
ENSMUSG00000020340	Cyfip2
ENSMUSG00000023963	Cyp39a1
ENSMUSG00000019039	Dalrd3
ENSMUSG00000028078	Dclk2
ENSMUSG00000055065	Ddx17
ENSMUSG00000032101	Ddx25
ENSMUSG00000035711	Dok3
ENSMUSG00000095105	Edaradd
ENSMUSG00000022884	Eif4a2
ENSMUSG00000026436	Elk4
ENSMUSG00000032624	Eml4
ENSMUSG00000060600	Eno3
ENSMUSG00000006154	Eps8l1
ENSMUSG00000032035	Ets1
ENSMUSG00000074071	Fam169b
ENSMUSG00000036006	Fam65b
ENSMUSG00000021461	Fancc
ENSMUSG00000025153	Fasn
ENSMUSG00000005540	Fcer2a
ENSMUSG00000030691	Fchsd2
ENSMUSG00000042474	Fcmr
ENSMUSG00000059994	Fcrl1
ENSMUSG00000044453	Ffar1
ENSMUSG00000044167	Foxo1
ENSMUSG00000039774	Galnt12
ENSMUSG00000020713	Gh
ENSMUSG00000064262	Gimap8
ENSMUSG00000020258	Glyctk
ENSMUSG00000029720	Gm20605
ENSMUSG00000109179	Gm35339
ENSMUSG00000001157	Gmcl1
ENSMUSG00000041762	Gpr155
ENSMUSG00000073008	Gpr174
ENSMUSG00000050350	Gpr18
ENSMUSG00000072772	Grcc10
ENSMUSG00000067341	H2-Eb2
ENSMUSG00000024334	H2-Oa
ENSMUSG00000000673	Haao
ENSMUSG00000032360	Hcrtr2
ENSMUSG00000022475	Hdac7
ENSMUSG00000024986	Hhex
ENSMUSG00000040681	Hmgn1
ENSMUSG00000064267	Hvcn1
ENSMUSG00000000732	Icosl
ENSMUSG00000056708	Ier5
ENSMUSG00000104213	Ighd
ENSMUSG00000076695	Ighv1-18
ENSMUSG00000096499	Ighv1-5
ENSMUSG00000094198	Ighv1-50
ENSMUSG00000095197	Ighv1-59
ENSMUSG00000096078	Ighv1-62-2
ENSMUSG00000094689	Ighv1-81
ENSMUSG00000096805	Ighv9-1
ENSMUSG00000095007	Igkv12-41
ENSMUSG00000079543	Igkv13-85
ENSMUSG00000094117	Igkv3-12
ENSMUSG00000095351	Igkv3-2
ENSMUSG00000095335	Igkv3-5
ENSMUSG00000076545	Igkv4-72
ENSMUSG00000096844	Igkv6-14
ENSMUSG00000095630	Igkv6-23
ENSMUSG00000094930	Igkv6-25
ENSMUSG00000005465	Il27ra
ENSMUSG00000074141	Il4i1
ENSMUSG00000042644	Itpr3
ENSMUSG00000027332	Ivd
ENSMUSG00000055862	Izumo4
ENSMUSG00000026004	Kansl1l
ENSMUSG00000050556	Kcnb1
ENSMUSG00000041248	Kcnj1
ENSMUSG00000024201	Kdm4b
ENSMUSG00000024862	Klc2
ENSMUSG00000042514	Klhl14
ENSMUSG00000078484	Klhl17
ENSMUSG00000039783	Kmo
ENSMUSG00000039089	L3mbtl3
ENSMUSG00000026639	Lamb3
ENSMUSG00000024063	Lbh
ENSMUSG00000025500	Lmntd2
ENSMUSG00000030263	Lrmp
ENSMUSG00000022211	Lrrc16b
ENSMUSG00000025145	Lrrc45
ENSMUSG00000034041	Lyl1
ENSMUSG00000022594	Lynx1
ENSMUSG00000026941	Mamdc4
ENSMUSG00000020623	Map2k6
ENSMUSG00000051590	Map3k19
ENSMUSG00000024948	Map4k2
ENSMUSG00000053137	Mapk11
ENSMUSG00000060657	Marf1
ENSMUSG00000021636	Marveld2
ENSMUSG00000036853	Mcoln3
ENSMUSG00000005583	Mef2c
ENSMUSG00000038437	Mllt6
ENSMUSG00000000901	Mmp11
ENSMUSG00000062526	Mppe1
ENSMUSG00000048965	Mrgpre
ENSMUSG00000020156	Mum1
ENSMUSG00000030722	Nfatc2ip
ENSMUSG00000034285	Nipsnap1
ENSMUSG00000020032	Nuak1
ENSMUSG00000066306	Numa1
ENSMUSG00000037606	Osbpl5
ENSMUSG00000043415	Otud1
ENSMUSG00000050921	P2ry10
ENSMUSG00000037997	Parp11
ENSMUSG00000054874	Pcnx3
ENSMUSG00000069094	Pde7a
ENSMUSG00000039987	Phtf2
ENSMUSG00000028454	Pigo
ENSMUSG00000031557	Plekha2
ENSMUSG00000038644	Pold1
ENSMUSG00000020474	Polm
ENSMUSG00000016344	Ppdpf
ENSMUSG00000037754	Ppp1r16b
ENSMUSG00000022092	Ppp3cc
ENSMUSG00000075028	Prdm11
ENSMUSG00000050965	Prkca
ENSMUSG00000052889	Prkcb
ENSMUSG00000045038	Prkce
ENSMUSG00000078816	Prkcg
ENSMUSG00000033885	Pxk
ENSMUSG00000043263	Pyhin1
ENSMUSG00000030727	Rabep2
ENSMUSG00000039844	Rapgef1
ENSMUSG00000049044	Rapgef4
ENSMUSG00000038020	Rapgefl1
ENSMUSG00000031453	Rasa3
ENSMUSG00000029602	Rasal1
ENSMUSG00000071042	Rasgrp3
ENSMUSG00000038618	Rassf7
ENSMUSG00000052137	Rbm12b2
ENSMUSG00000033760	Rbm4b
ENSMUSG00000025978	Rftn2
ENSMUSG00000041354	Rgl2
ENSMUSG00000022075	Rhobtb2
ENSMUSG00000050357	Rltpr
ENSMUSG00000039328	Rnf122
ENSMUSG00000057132	Rpgrip1
ENSMUSG00000037266	Rsrp1
ENSMUSG00000047735	Samd9l
ENSMUSG00000031101	Sash3
ENSMUSG00000001027	Scn4a
ENSMUSG00000020877	Scrn2
ENSMUSG00000030539	Sema4b
ENSMUSG00000027834	Serpini1
ENSMUSG00000032009	Sesn3
ENSMUSG00000053617	Sh3pxd2a
ENSMUSG00000055717	Slain1
ENSMUSG00000029650	Slc46a3
ENSMUSG00000074796	Slc4a11
ENSMUSG00000025938	Slco5a1
ENSMUSG00000032870	Smap2
ENSMUSG00000040447	Spns2
ENSMUSG00000020798	Spns3
ENSMUSG00000029254	Stap1
ENSMUSG00000026915	Strbp
ENSMUSG00000027522	Stx16
ENSMUSG00000025231	Sufu
ENSMUSG00000033450	Tagap
ENSMUSG00000009995	Taz
ENSMUSG00000034881	Tbxa2r
ENSMUSG00000020167	Tcf3
ENSMUSG00000029217	Tec
ENSMUSG00000034833	Tespa1
ENSMUSG00000090626	Tex9
ENSMUSG00000027401	Tgm3
ENSMUSG00000071337	Tia1
ENSMUSG00000034917	Tjp3
ENSMUSG00000035824	Tk2
ENSMUSG00000044827	Tlr1
ENSMUSG00000050106	Tmc8
ENSMUSG00000034111	Tmed8
ENSMUSG00000079659	Tmem243
ENSMUSG00000060044	Tmem26
ENSMUSG00000025505	Tmem80
ENSMUSG00000048174	Tmem81
ENSMUSG00000068105	Tnfrsf13c
ENSMUSG00000021277	Traf3
ENSMUSG00000019842	Traf3ip2
ENSMUSG00000024457	Trim26
ENSMUSG00000040350	Trim7
ENSMUSG00000059552	Trp53
ENSMUSG00000068735	Trp53i11
ENSMUSG00000015599	Ttbk1
ENSMUSG00000006288	Ttc5
ENSMUSG00000051786	Tubgcp6
ENSMUSG00000000903	Vpreb3
ENSMUSG00000026167	Wnt10a
ENSMUSG00000031258	Xkrx
ENSMUSG00000034265	Zdhhc14
ENSMUSG00000058402	Zfp420
ENSMUSG00000049739	Zfp646
ENSMUSG00000037243	Zfp692
ENSMUSG00000027582	Zgpat
ENSMUSG00000058446	Znrf2
ENSMUSG00000061894	Zscan20
ENSMUSG00000039100	38777
ENSMUSG00000074829	2010315B03Rik
ENSMUSG00000026319	2310035C23Rik
ENSMUSG00000045411	2410002F23Rik
ENSMUSG00000060301	2610008E11Rik
ENSMUSG00000062822	4833420G17Rik
ENSMUSG00000074497	A430078G23Rik
ENSMUSG00000089809	A930011G23Rik
ENSMUSG00000026944	Abca2
ENSMUSG00000029299	Abcg3
ENSMUSG00000020681	Ace
ENSMUSG00000028093	Acp6
ENSMUSG00000076435	Acsf2
ENSMUSG00000032883	Acsl3
ENSMUSG00000011256	Adam19
ENSMUSG00000072647	Adam1a
ENSMUSG00000046169	Adamts6
ENSMUSG00000031949	Adat1
ENSMUSG00000031659	Adcy7
ENSMUSG00000032915	Adgre4
ENSMUSG00000042249	Adrbk2
ENSMUSG00000036698	Ago2
ENSMUSG00000024045	Akap8
ENSMUSG00000039158	Akna
ENSMUSG00000068250	Amn1
ENSMUSG00000052331	Ankrd44
ENSMUSG00000031539	Ap3m2
ENSMUSG00000028435	Aqp3
ENSMUSG00000037999	Arap2
ENSMUSG00000021895	Arhgef3
ENSMUSG00000032409	Atr
ENSMUSG00000048997	Atxn7l2
ENSMUSG00000041935	AW549877
ENSMUSG00000045767	B230219D22Rik
ENSMUSG00000057329	Bcl2
ENSMUSG00000040867	Begain
ENSMUSG00000040093	Bmf
ENSMUSG00000026739	Bmi1
ENSMUSG00000020423	Btg2
ENSMUSG00000052013	Btla
ENSMUSG00000024340	Btnl2
ENSMUSG00000010066	Cacna2d2
ENSMUSG00000041460	Cacna2d4
ENSMUSG00000005338	Cadm3
ENSMUSG00000041849	Card6
ENSMUSG00000060227	Casc4
ENSMUSG00000015189	Casd1
ENSMUSG00000029863	Casp2
ENSMUSG00000035640	Cbarp
ENSMUSG00000039989	Cbx4
ENSMUSG00000053411	Cbx7
ENSMUSG00000051427	Ccdc157
ENSMUSG00000025010	Ccnj
ENSMUSG00000035448	Ccr3
ENSMUSG00000040899	Ccr6
ENSMUSG00000058728	Cd300c
ENSMUSG00000016493	Cd46
ENSMUSG00000036533	Cdc42ep3
ENSMUSG00000004071	Cdip1
ENSMUSG00000038481	Cdk19
ENSMUSG00000038069	Cdkn2aip
ENSMUSG00000038119	Cdon
ENSMUSG00000071226	Cecr2
ENSMUSG00000068740	Celsr2
ENSMUSG00000048799	Cep120
ENSMUSG00000044066	Cep68
ENSMUSG00000021572	Cep72
ENSMUSG00000035891	Cerk
ENSMUSG00000022843	Clcn2
ENSMUSG00000030365	Clec2i
ENSMUSG00000026034	Clk1
ENSMUSG00000020385	Clk4
ENSMUSG00000016756	Cmah
ENSMUSG00000034724	Cnot6l
ENSMUSG00000034903	Cobll1
ENSMUSG00000020300	Cpeb4
ENSMUSG00000055531	Cpsf6
ENSMUSG00000025958	Creb1
ENSMUSG00000048249	Crebrf
ENSMUSG00000051451	Crebzf
ENSMUSG00000025433	Crisp3
ENSMUSG00000023044	Csad
ENSMUSG00000005698	Ctcf
ENSMUSG00000026170	Cyp27a1
ENSMUSG00000059824	Dbp
ENSMUSG00000032097	Ddx6
ENSMUSG00000056268	Dennd1b
ENSMUSG00000030313	Dennd5b
ENSMUSG00000027770	Dhx36
ENSMUSG00000031093	Dock11
ENSMUSG00000025558	Dock9
ENSMUSG00000035000	Dpp4
ENSMUSG00000043671	Dpy19l3
ENSMUSG00000037172	E330009J07Rik
ENSMUSG00000057098	Ebf1
ENSMUSG00000073436	Eme2
ENSMUSG00000051166	Eml5
ENSMUSG00000021236	Entpd5
ENSMUSG00000024240	Epc1
ENSMUSG00000054051	Ercc6
ENSMUSG00000025932	Eya1
ENSMUSG00000006920	Ezh1
ENSMUSG00000022270	Fam134b
ENSMUSG00000035095	Fam167a
ENSMUSG00000036097	Fam178a
ENSMUSG00000042595	Fam199x
ENSMUSG00000040651	Fam208a
ENSMUSG00000034858	Fam214a
ENSMUSG00000039985	Fam60a
ENSMUSG00000055884	Fancm
ENSMUSG00000066892	Fbxl12
ENSMUSG00000022124	Fbxl3
ENSMUSG00000022358	Fbxo32
ENSMUSG00000030067	Foxp1
ENSMUSG00000090035	Galnt4
ENSMUSG00000015291	Gdi1
ENSMUSG00000020740	Gga3
ENSMUSG00000029714	Gigyf1
ENSMUSG00000026103	Gls
ENSMUSG00000070823	Gm1043
ENSMUSG00000072915	Gm12258
ENSMUSG00000030068	Gm20696
ENSMUSG00000098715	Gm28053
ENSMUSG00000062014	Gmfb
ENSMUSG00000027346	Gpcpd1
ENSMUSG00000028051	Hcn3
ENSMUSG00000038664	Herc1
ENSMUSG00000015501	Hivep2
ENSMUSG00000020069	Hnrnph3
ENSMUSG00000028572	Hook1
ENSMUSG00000028759	Hp1bp3
ENSMUSG00000031613	Hpgd
ENSMUSG00000027615	Hps3
ENSMUSG00000032235	Ice2
ENSMUSG00000038271	Iffo1
ENSMUSG00000076618	Ighj4
ENSMUSG00000076605	Igkj2
ENSMUSG00000076606	Igkj3
ENSMUSG00000076607	Igkj4
ENSMUSG00000076608	Igkj5
ENSMUSG00000031537	Ikbkb
ENSMUSG00000018654	Ikzf1
ENSMUSG00000018168	Ikzf3
ENSMUSG00000027776	Il12a
ENSMUSG00000050377	Il31ra
ENSMUSG00000037940	Inpp4b
ENSMUSG00000032293	Ireb2
ENSMUSG00000026638	Irf6
ENSMUSG00000023150	Ivns1abp
ENSMUSG00000025764	Jade1
ENSMUSG00000028033	Kcnq5
ENSMUSG00000038080	Kdm1b
ENSMUSG00000009905	Kdsr
ENSMUSG00000004187	Kifc2
ENSMUSG00000073700	Klhl21
ENSMUSG00000040102	Klhl42
ENSMUSG00000031391	L1cam
ENSMUSG00000032258	Lca5
ENSMUSG00000025019	Lcor
ENSMUSG00000048058	Ldlrad3
ENSMUSG00000048661	Lemd3
ENSMUSG00000028080	Lrba
ENSMUSG00000056260	Lrif1
ENSMUSG00000032913	Lrig2
ENSMUSG00000073096	Lrrc61
ENSMUSG00000036273	Lrrk2
ENSMUSG00000020863	Luc7l3
ENSMUSG00000028649	Macf1
ENSMUSG00000036278	Macrod1
ENSMUSG00000040687	Madd
ENSMUSG00000031925	Maml2
ENSMUSG00000021754	Map3k1
ENSMUSG00000024383	Map3k2
ENSMUSG00000071369	Map3k5
ENSMUSG00000034761	Map4k5
ENSMUSG00000019996	Map7
ENSMUSG00000041775	Mapk1ip1
ENSMUSG00000024163	Mapk8ip3
ENSMUSG00000034751	Mast4
ENSMUSG00000030322	Mbd4
ENSMUSG00000051098	Mblac2
ENSMUSG00000054387	Mdm4
ENSMUSG00000034297	Med13
ENSMUSG00000057706	Mex3b
ENSMUSG00000033039	Micall1
ENSMUSG00000028522	Mier1
ENSMUSG00000066415	Msl2
ENSMUSG00000037235	Mxd4
ENSMUSG00000038175	Mylip
ENSMUSG00000037795	N4bp2
ENSMUSG00000006471	Ndor1
ENSMUSG00000032216	Nedd4
ENSMUSG00000024589	Nedd4l
ENSMUSG00000021365	Nedd9
ENSMUSG00000026393	Nek7
ENSMUSG00000031902	Nfatc3
ENSMUSG00000021775	Nr1d2
ENSMUSG00000023034	Nr4a1
ENSMUSG00000051329	Nup160
ENSMUSG00000044229	Nxpe4
ENSMUSG00000034160	Ogt
ENSMUSG00000022194	Pabpn1
ENSMUSG00000024855	Pacs1
ENSMUSG00000029647	Pan3
ENSMUSG00000018846	Pank3
ENSMUSG00000025931	Paqr8
ENSMUSG00000056214	Pard6g
ENSMUSG00000020453	Patz1
ENSMUSG00000022974	Paxbp1
ENSMUSG00000024975	Pdcd4
ENSMUSG00000030671	Pde3b
ENSMUSG00000028525	Pde4b
ENSMUSG00000034021	Pds5b
ENSMUSG00000022197	Pdzd2
ENSMUSG00000073678	Pgap1
ENSMUSG00000072501	Phf20l1
ENSMUSG00000058318	Phf21a
ENSMUSG00000041229	Phf8
ENSMUSG00000032253	Phip
ENSMUSG00000050229	Pigm
ENSMUSG00000034614	Pik3ip1
ENSMUSG00000045659	Plekha7
ENSMUSG00000038425	Poli
ENSMUSG00000024174	Pot1b
ENSMUSG00000009739	Pou6f1
ENSMUSG00000029167	Ppargc1a
ENSMUSG00000036561	Ppp6r2
ENSMUSG00000035597	Prpf39
ENSMUSG00000023007	Prpf40b
ENSMUSG00000028484	Psip1
ENSMUSG00000021466	Ptch1
ENSMUSG00000026395	Ptprc
ENSMUSG00000044950	Pwwp2a
ENSMUSG00000032549	Rab6b
ENSMUSG00000062115	Rai1
ENSMUSG00000038831	Ralgps1
ENSMUSG00000074909	Ranbp6
ENSMUSG00000025795	Rassf3
ENSMUSG00000032580	Rbm5
ENSMUSG00000040423	Rc3h1
ENSMUSG00000075376	Rc3h2
ENSMUSG00000038930	Rccd1
ENSMUSG00000020275	Rel
ENSMUSG00000040929	Rfx3
ENSMUSG00000005774	Rfx5
ENSMUSG00000037674	Rfx7
ENSMUSG00000020642	Rnf144a
ENSMUSG00000019189	Rnf145
ENSMUSG00000026484	Rnf2
ENSMUSG00000021180	Rps6ka5
ENSMUSG00000022292	Rrm2b
ENSMUSG00000039968	Rsbn1l
ENSMUSG00000035623	Rsf1
ENSMUSG00000021087	Rtn1
ENSMUSG00000028133	Rwdd3
ENSMUSG00000045092	S1pr1
ENSMUSG00000048279	Sacs
ENSMUSG00000035236	Scai
ENSMUSG00000051984	Sec31b
ENSMUSG00000022231	Sema5a
ENSMUSG00000052917	Senp7
ENSMUSG00000021703	Serinc5
ENSMUSG00000038332	Sesn1
ENSMUSG00000043535	Setx
ENSMUSG00000025982	Sf3b1
ENSMUSG00000005043	Sgsh
ENSMUSG00000051504	Siglech
ENSMUSG00000027854	Sike1
ENSMUSG00000020063	Sirt1
ENSMUSG00000027660	Skil
ENSMUSG00000015314	Slamf6
ENSMUSG00000027130	Slc12a6
ENSMUSG00000022899	Slc15a2
ENSMUSG00000046329	Slc25a23
ENSMUSG00000039908	Slc26a11
ENSMUSG00000005802	Slc30a4
ENSMUSG00000037341	Slc9a7
ENSMUSG00000034349	Smc4
ENSMUSG00000038145	Snrk
ENSMUSG00000071669	Snx29
ENSMUSG00000048379	Socs4
ENSMUSG00000025323	Sp4
ENSMUSG00000055436	Srsf11
ENSMUSG00000021134	Srsf5
ENSMUSG00000040710	St8sia4
ENSMUSG00000026213	Stk11ip
ENSMUSG00000024006	Stk38
ENSMUSG00000040297	Suco
ENSMUSG00000045098	Suv420h1
ENSMUSG00000024807	Syvn1
ENSMUSG00000046985	Tapt1
ENSMUSG00000033083	Tbc1d4
ENSMUSG00000038593	Tctn1
ENSMUSG00000022389	Tef
ENSMUSG00000020137	Thap2
ENSMUSG00000037913	Tmem156
ENSMUSG00000055296	Tmem245
ENSMUSG00000034723	Tmx4
ENSMUSG00000028362	Tnfsf8
ENSMUSG00000047888	Tnrc6b
ENSMUSG00000017485	Top2b
ENSMUSG00000076485	Trbj1-3
ENSMUSG00000076487	Trbj1-5
ENSMUSG00000021712	Trim23
ENSMUSG00000029833	Trim24
ENSMUSG00000033014	Trim33
ENSMUSG00000045409	Trim39
ENSMUSG00000043909	Trp53bp1
ENSMUSG00000045482	Trrap
ENSMUSG00000033209	Ttc28
ENSMUSG00000040785	Ttc3
ENSMUSG00000053774	Ubxn7
ENSMUSG00000032308	Ulk3
ENSMUSG00000020770	Unk
ENSMUSG00000031066	Usp11
ENSMUSG00000032267	Usp28
ENSMUSG00000030337	Vamp1
ENSMUSG00000020894	Vamp2
ENSMUSG00000026556	Vangl2
ENSMUSG00000054723	Vmac
ENSMUSG00000039137	Whrn
ENSMUSG00000073125	Xlr3b
ENSMUSG00000035851	Ythdc1
ENSMUSG00000069114	Zbtb10
ENSMUSG00000063659	Zbtb18
ENSMUSG00000048047	Zbtb33
ENSMUSG00000043467	Zbtb37
ENSMUSG00000018750	Zbtb4
ENSMUSG00000066798	Zbtb6
ENSMUSG00000047749	Zc3hav1l
ENSMUSG00000035649	Zcchc7
ENSMUSG00000035798	Zdhhc17
ENSMUSG00000024238	Zeb1
ENSMUSG00000049421	Zfp260
ENSMUSG00000031365	Zfp275
ENSMUSG00000049764	Zfp280b
ENSMUSG00000015597	Zfp318
ENSMUSG00000057894	Zfp329
ENSMUSG00000044807	Zfp354c
ENSMUSG00000049606	Zfp644
ENSMUSG00000047141	Zfp654
ENSMUSG00000062743	Zfp677
ENSMUSG00000033669	Zfp7
ENSMUSG00000090641	Zfp712
ENSMUSG00000046897	Zfp740
ENSMUSG00000044501	Zfp758
ENSMUSG00000050600	Zfp831
ENSMUSG00000054648	Zfp869
ENSMUSG00000053347	Zfp943
ENSMUSG00000059142	Zfp945
ENSMUSG00000070709	Zfp974
ENSMUSG00000034949	Zfr2
ENSMUSG00000018820	Zfyve27
ENSMUSG00000021327	Zkscan3
