Gene,Gene name,Module,Type,
ENSMUSG00000034926,Dhcr24,L33,TYPE_I,TYPE_II
ENSMUSG00000031523,Dlc1,L33,,
ENSMUSG00000032198,Dock6,L33,,
ENSMUSG00000022946,Dopey2,L33,TYPE_I,
ENSMUSG00000026544,Dusp23,L33,,
ENSMUSG00000037887,Dusp8,L33,TYPE_I,TYPE_II
ENSMUSG00000020483,Dynll2,L33,TYPE_I,
ENSMUSG00000002409,Dyrk1b,L33,TYPE_I,TYPE_II
ENSMUSG00000028630,Dyrk2,L33,,TYPE_II
ENSMUSG00000072601,Ear1,L33,,
ENSMUSG00000053552,Ebf4,L33,,
ENSMUSG00000059327,Eda,L33,,
ENSMUSG00000031616,Ednra,L33,TYPE_I,
ENSMUSG00000022122,Ednrb,L33,TYPE_I,TYPE_II
ENSMUSG00000035064,Eef2k,L33,TYPE_I,TYPE_II
ENSMUSG00000027954,Efna1,L33,,
ENSMUSG00000001300,Efnb2,L33,TYPE_I,
ENSMUSG00000026921,Egfl7,L33,TYPE_I,
ENSMUSG00000074364,Ehd2,L33,TYPE_I,
ENSMUSG00000027293,Ehd4,L33,TYPE_I,
ENSMUSG00000022505,Emp2,L33,,TYPE_II
ENSMUSG00000015337,Endog,L33,TYPE_I,
ENSMUSG00000022468,Endou,L33,,
ENSMUSG00000033857,Engase,L33,TYPE_I,TYPE_II
ENSMUSG00000028445,Enho,L33,,
ENSMUSG00000028434,Epb41l4b,L33,,
ENSMUSG00000005958,Ephb3,L33,,
ENSMUSG00000029710,Ephb4,L33,,
ENSMUSG00000038776,Ephx1,L33,,TYPE_II
ENSMUSG00000046785,Epm2aip1,L33,TYPE_I,
ENSMUSG00000042379,Esm1,L33,TYPE_I,
ENSMUSG00000036617,Etl4,L33,TYPE_I,TYPE_II
ENSMUSG00000013089,Etv5,L33,,TYPE_II
ENSMUSG00000028838,Extl1,L33,,
ENSMUSG00000034171,Faah,L33,TYPE_I,
ENSMUSG00000024664,Fads3,L33,TYPE_I,TYPE_II
ENSMUSG00000030630,Fah,L33,TYPE_I,
ENSMUSG00000023011,Faim2,L33,,
ENSMUSG00000044134,Fam109a,L33,TYPE_I,TYPE_II
ENSMUSG00000050530,Fam171a1,L33,TYPE_I,
ENSMUSG00000034858,Fam214a,L33,TYPE_I,TYPE_II
ENSMUSG00000030956,Fam53b,L33,,
ENSMUSG00000036186,Fam69b,L33,TYPE_I,
ENSMUSG00000072568,Fam84b,L33,TYPE_I,TYPE_II
ENSMUSG00000070047,Fat1,L33,TYPE_I,
ENSMUSG00000021186,Fbln5,L33,,
ENSMUSG00000066892,Fbxl12,L33,,
ENSMUSG00000025738,Fbxl16,L33,TYPE_I,
ENSMUSG00000020883,Fbxl20,L33,TYPE_I,TYPE_II
ENSMUSG00000032898,Fbxo21,L33,TYPE_I,TYPE_II
ENSMUSG00000041685,Fcho2,L33,,TYPE_II
ENSMUSG00000037712,Fermt2,L33,,
ENSMUSG00000036585,Fgf1,L33,,
ENSMUSG00000054252,Fgfr3,L33,TYPE_I,
ENSMUSG00000008090,Fgfrl1,L33,,
ENSMUSG00000074971,Fibin,L33,TYPE_I,
ENSMUSG00000040181,Fmo1,L33,TYPE_I,
ENSMUSG00000042812,Foxf1,L33,TYPE_I,
ENSMUSG00000042903,Foxo4,L33,,
ENSMUSG00000023266,Frs3,L33,,
ENSMUSG00000039357,Fut11,L33,,
ENSMUSG00000022297,Fzd6,L33,,
ENSMUSG00000041075,Fzd7,L33,TYPE_I,TYPE_II
ENSMUSG00000024462,Gabbr1,L33,,
ENSMUSG00000038296,Galnt18,L33,,
ENSMUSG00000031451,Gas6,L33,,TYPE_II
ENSMUSG00000020424,Gatsl3,L33,,
ENSMUSG00000033917,Gde1,L33,TYPE_I,TYPE_II
ENSMUSG00000095276,Gfy,L33,,
ENSMUSG00000040055,Gjb6,L33,,
ENSMUSG00000036395,Glb1l2,L33,,
ENSMUSG00000031966,Glb1l3,L33,,
ENSMUSG00000025407,Gli1,L33,,
ENSMUSG00000014303,Glis2,L33,TYPE_I,
ENSMUSG00000042744,Gm15800,L33,TYPE_I,TYPE_II
ENSMUSG00000105340,Gm42878,L33,,
ENSMUSG00000102752,Gm7694,L33,,
ENSMUSG00000000253,Gmpr,L33,TYPE_I,TYPE_II
ENSMUSG00000034781,Gna11,L33,,
ENSMUSG00000028479,Gne,L33,TYPE_I,
ENSMUSG00000047953,Gp5,L33,,
ENSMUSG00000024978,Gpam,L33,,
ENSMUSG00000050627,Gpd1l,L33,,
ENSMUSG00000022579,Gpihbp1,L33,,
ENSMUSG00000021306,Gpr137b,L33,TYPE_I,TYPE_II
ENSMUSG00000041762,Gpr155,L33,TYPE_I,TYPE_II
ENSMUSG00000019905,Gprc6a,L33,,
ENSMUSG00000075706,Gpx4,L33,,
ENSMUSG00000019312,Grb7,L33,TYPE_I,
ENSMUSG00000036523,Greb1,L33,,
ENSMUSG00000035637,Grhpr,L33,TYPE_I,
ENSMUSG00000020524,Gria1,L33,TYPE_I,
ENSMUSG00000001986,Gria3,L33,,
ENSMUSG00000003378,Grik5,L33,,
ENSMUSG00000024517,Grp,L33,,
ENSMUSG00000038515,Grtp1,L33,,
ENSMUSG00000026879,Gsn,L33,TYPE_I,
ENSMUSG00000058135,Gstm1,L33,TYPE_I,TYPE_II
ENSMUSG00000032777,Gtf3c1,L33,,
ENSMUSG00000033910,Gucy1a3,L33,TYPE_I,
ENSMUSG00000060032,H2afj,L33,TYPE_I,
ENSMUSG00000021476,Habp4,L33,,
ENSMUSG00000069919,Hba-a1,L33,TYPE_I,
ENSMUSG00000069917,Hba-a2,L33,TYPE_I,
ENSMUSG00000052305,Hbb-bs,L33,TYPE_I,
ENSMUSG00000073940,Hbb-bt,L33,TYPE_I,
ENSMUSG00000034245,Hdac11,L33,TYPE_I,
ENSMUSG00000008855,Hdac5,L33,TYPE_I,TYPE_II
ENSMUSG00000022528,Hes1,L33,,TYPE_II
ENSMUSG00000040289,Hey1,L33,TYPE_I,TYPE_II
ENSMUSG00000032744,Heyl,L33,,
ENSMUSG00000032523,Hhatl,L33,,
ENSMUSG00000003949,Hlf,L33,TYPE_I,
ENSMUSG00000021972,Hmbox1,L33,TYPE_I,
ENSMUSG00000027875,Hmgcs2,L33,,
ENSMUSG00000038236,Hoxa7,L33,TYPE_I,
ENSMUSG00000038700,Hoxb5,L33,TYPE_I,
ENSMUSG00000022096,Hr,L33,,
ENSMUSG00000039628,Hs3st6,L33,,
ENSMUSG00000033249,Hsf4,L33,,
ENSMUSG00000074793,Hspa12b,L33,,
ENSMUSG00000028763,Hspg2,L33,,
ENSMUSG00000006205,Htra1,L33,,TYPE_II
ENSMUSG00000053414,Hunk,L33,TYPE_I,
ENSMUSG00000035847,Ids,L33,TYPE_I,
ENSMUSG00000038271,Iffo1,L33,TYPE_I,
ENSMUSG00000045777,Ifitm10,L33,,
ENSMUSG00000048583,Igf2,L33,,
ENSMUSG00000039323,Igfbp2,L33,,
ENSMUSG00000042035,Igsf3,L33,,
ENSMUSG00000073889,Il11ra1,L33,,
ENSMUSG00000050222,Il17d,L33,TYPE_I,
ENSMUSG00000040717,Il17rd,L33,,TYPE_II
ENSMUSG00000039760,Il22ra2,L33,,
ENSMUSG00000091811,Inafm1,L33,,
ENSMUSG00000041115,Iqsec2,L33,TYPE_I,
ENSMUSG00000044030,Irf2bp1,L33,TYPE_I,
ENSMUSG00000055980,Irs1,L33,TYPE_I,
ENSMUSG00000031734,Irx3,L33,TYPE_I,
ENSMUSG00000070369,Itgad,L33,,
ENSMUSG00000006522,Itih3,L33,TYPE_I,
ENSMUSG00000038855,Itpkb,L33,TYPE_I,TYPE_II
ENSMUSG00000027332,Ivd,L33,,TYPE_II
ENSMUSG00000025764,Jade1,L33,TYPE_I,TYPE_II
ENSMUSG00000002799,Jag2,L33,TYPE_I,
ENSMUSG00000001552,Jup,L33,,
ENSMUSG00000042099,Kank3,L33,TYPE_I,
ENSMUSG00000021767,Kat6b,L33,TYPE_I,
ENSMUSG00000040724,Kcna2,L33,,
ENSMUSG00000027895,Kcnc4,L33,,
ENSMUSG00000051726,Kcnf1,L33,,
ENSMUSG00000074575,Kcng1,L33,,
ENSMUSG00000037579,Kcnh3,L33,,
ENSMUSG00000042529,Kcnj12,L33,TYPE_I,
ENSMUSG00000049265,Kcnk3,L33,TYPE_I,
ENSMUSG00000028631,Kcnq4,L33,,
ENSMUSG00000043673,Kcns3,L33,,
ENSMUSG00000062960,Kdr,L33,TYPE_I,TYPE_II
ENSMUSG00000060012,Kif13b,L33,,TYPE_II
ENSMUSG00000021294,Kif26a,L33,,
ENSMUSG00000050382,Kif7,L33,,
ENSMUSG00000031788,Kifc3,L33,TYPE_I,
ENSMUSG00000005672,Kit,L33,TYPE_I,
ENSMUSG00000040714,Klc3,L33,TYPE_I,
ENSMUSG00000020653,Klf11,L33,,TYPE_II
ENSMUSG00000042155,Klhl23,L33,TYPE_I,
ENSMUSG00000014164,Klhl3,L33,,
ENSMUSG00000038056,Kmt2c,L33,TYPE_I,
ENSMUSG00000019899,Lama2,L33,,
ENSMUSG00000024421,Lama3,L33,TYPE_I,TYPE_II
ENSMUSG00000019846,Lama4,L33,TYPE_I,TYPE_II
ENSMUSG00000026639,Lamb3,L33,,
ENSMUSG00000027985,Lef1,L33,TYPE_I,
ENSMUSG00000035545,Leng8,L33,,
ENSMUSG00000037363,Letm2,L33,,
ENSMUSG00000048332,Lhfp,L33,,
ENSMUSG00000054263,Lifr,L33,,TYPE_II
ENSMUSG00000038970,Lmtk2,L33,TYPE_I,
ENSMUSG00000021608,Lpcat1,L33,TYPE_I,
ENSMUSG00000033707,Lrrc24,L33,,
ENSMUSG00000046417,Lrrc75a,L33,TYPE_I,TYPE_II
ENSMUSG00000033105,Lss,L33,TYPE_I,TYPE_II
ENSMUSG00000002020,Ltbp2,L33,TYPE_I,
ENSMUSG00000024940,Ltbp3,L33,TYPE_I,TYPE_II
ENSMUSG00000040488,Ltbp4,L33,,
ENSMUSG00000028701,Lurap1,L33,TYPE_I,
ENSMUSG00000048706,Lurap1l,L33,TYPE_I,
ENSMUSG00000061143,Maml3,L33,,
ENSMUSG00000059401,Mamld1,L33,,
ENSMUSG00000052727,Map1b,L33,,
ENSMUSG00000027602,Map1lc3a,L33,TYPE_I,
ENSMUSG00000024948,Map4k2,L33,,
ENSMUSG00000055407,Map6,L33,TYPE_I,
ENSMUSG00000063704,Mapk15,L33,,
ENSMUSG00000027223,Mapk8ip1,L33,,
ENSMUSG00000029166,Mapre3,L33,TYPE_I,
ENSMUSG00000060657,Marf1,L33,,
ENSMUSG00000044345,Marveld1,L33,TYPE_I,TYPE_II
ENSMUSG00000053907,Mat2a,L33,TYPE_I,TYPE_II
ENSMUSG00000016995,Matn4,L33,,
ENSMUSG00000031442,Mcf2l,L33,,TYPE_II
ENSMUSG00000030621,Me3,L33,,
ENSMUSG00000057751,Megf6,L33,,
ENSMUSG00000045039,Megf8,L33,,
ENSMUSG00000027210,Meis2,L33,TYPE_I,
ENSMUSG00000048696,Mex3d,L33,TYPE_I,
ENSMUSG00000060572,Mfap2,L33,TYPE_I,
ENSMUSG00000030605,Mfge8,L33,TYPE_I,TYPE_II
ENSMUSG00000026688,Mgst3,L33,TYPE_I,TYPE_II
ENSMUSG00000051586,Mical3,L33,,
ENSMUSG00000000266,Mid2,L33,TYPE_I,
ENSMUSG00000061273,Mmgt1,L33,TYPE_I,
ENSMUSG00000020682,Mmp28,L33,,
ENSMUSG00000070576,Mn1,L33,,
ENSMUSG00000017314,Mpp2,L33,,
ENSMUSG00000026566,Mpzl1,L33,TYPE_I,TYPE_II
ENSMUSG00000047502,Mroh7,L33,,
ENSMUSG00000052105,Mtcl1,L33,TYPE_I,
ENSMUSG00000038065,Mturn,L33,TYPE_I,TYPE_II
ENSMUSG00000038740,Mvb12b,L33,TYPE_I,TYPE_II
ENSMUSG00000030739,Myh14,L33,,
ENSMUSG00000022272,Myo10,L33,TYPE_I,TYPE_II
ENSMUSG00000033577,Myo6,L33,TYPE_I,
ENSMUSG00000041361,Myzap,L33,,
ENSMUSG00000041073,Nacad,L33,TYPE_I,
ENSMUSG00000072437,Nanos1,L33,TYPE_I,TYPE_II
ENSMUSG00000002204,Napsa,L33,TYPE_I,TYPE_II
ENSMUSG00000052512,Nav2,L33,,TYPE_II
ENSMUSG00000041120,Nbl1,L33,,
ENSMUSG00000054008,Ndst1,L33,TYPE_I,TYPE_II
ENSMUSG00000032012,Nectin1,L33,TYPE_I,
ENSMUSG00000032340,Neo1,L33,TYPE_I,TYPE_II
ENSMUSG00000034413,Neurl1b,L33,TYPE_I,TYPE_II
ENSMUSG00000025078,Nhlrc2,L33,TYPE_I,
ENSMUSG00000028803,Nipal3,L33,,TYPE_II
ENSMUSG00000021567,Nkd2,L33,TYPE_I,
ENSMUSG00000001496,Nkx2-1,L33,,
ENSMUSG00000042751,Nmnat2,L33,TYPE_I,
ENSMUSG00000026237,Nmur1,L33,,
ENSMUSG00000038146,Notch3,L33,TYPE_I,
ENSMUSG00000015468,Notch4,L33,TYPE_I,TYPE_II
ENSMUSG00000021047,Nova1,L33,,
ENSMUSG00000028469,Npr2,L33,TYPE_I,
ENSMUSG00000022206,Npr3,L33,TYPE_I,
ENSMUSG00000022421,Nptxr,L33,,
ENSMUSG00000071230,Npw,L33,,
ENSMUSG00000020889,Nr1d1,L33,TYPE_I,TYPE_II
ENSMUSG00000021775,Nr1d2,L33,TYPE_I,TYPE_II
ENSMUSG00000031618,Nr3c2,L33,,
ENSMUSG00000053310,Nrgn,L33,TYPE_I,
ENSMUSG00000020902,Ntn1,L33,,TYPE_II
ENSMUSG00000020019,Ntn4,L33,,
ENSMUSG00000066306,Numa1,L33,,TYPE_II
ENSMUSG00000075592,Nynrin,L33,,
ENSMUSG00000021638,Ocln,L33,TYPE_I,TYPE_II
ENSMUSG00000037606,Osbpl5,L33,TYPE_I,TYPE_II
ENSMUSG00000043415,Otud1,L33,TYPE_I,TYPE_II
ENSMUSG00000005950,P2rx5,L33,,
ENSMUSG00000006675,P4htm,L33,,
ENSMUSG00000030602,Pak4,L33,,TYPE_II
ENSMUSG00000023909,Paqr4,L33,TYPE_I,TYPE_II
ENSMUSG00000037348,Paqr7,L33,TYPE_I,TYPE_II
ENSMUSG00000025931,Paqr8,L33,,
ENSMUSG00000052062,Pard3b,L33,,
ENSMUSG00000001120,Pcbp3,L33,TYPE_I,
ENSMUSG00000102697,Pcdhac2,L33,,
ENSMUSG00000102742,Pcdhga11,L33,,
ENSMUSG00000102428,Pcdhga12,L33,,
ENSMUSG00000103472,Pcdhga7,L33,,
ENSMUSG00000102440,Pcdhga9,L33,,
ENSMUSG00000103585,Pcdhgb4,L33,,
ENSMUSG00000102918,Pcdhgc3,L33,,
ENSMUSG00000018537,Pcgf2,L33,,
ENSMUSG00000001151,Pcnt,L33,TYPE_I,
ENSMUSG00000015354,Pcolce2,L33,TYPE_I,
ENSMUSG00000020131,Pcsk4,L33,,
ENSMUSG00000030513,Pcsk6,L33,,
ENSMUSG00000024975,Pdcd4,L33,TYPE_I,TYPE_II
ENSMUSG00000069094,Pde7a,L33,TYPE_I,
ENSMUSG00000024620,Pdgfrb,L33,,TYPE_II
ENSMUSG00000038967,Pdk2,L33,TYPE_I,TYPE_II
ENSMUSG00000032788,Pdxk,L33,TYPE_I,TYPE_II
ENSMUSG00000022197,Pdzd2,L33,TYPE_I,
ENSMUSG00000020717,Pecam1,L33,,TYPE_II
ENSMUSG00000028957,Per3,L33,TYPE_I,TYPE_II
ENSMUSG00000067825,Pex26,L33,,
ENSMUSG00000030729,Pgm2l1,L33,TYPE_I,TYPE_II
ENSMUSG00000054728,Phactr1,L33,TYPE_I,TYPE_II
ENSMUSG00000062866,Phactr2,L33,TYPE_I,
ENSMUSG00000037652,Phc3,L33,,
ENSMUSG00000044340,Phlpp1,L33,TYPE_I,
ENSMUSG00000029406,Pitpnm2,L33,TYPE_I,
ENSMUSG00000040543,Pitpnm3,L33,,
ENSMUSG00000032855,Pkd1,L33,TYPE_I,
ENSMUSG00000019817,Plagl1,L33,TYPE_I,
ENSMUSG00000038349,Plcl1,L33,TYPE_I,
ENSMUSG00000049148,Plcxd3,L33,,
ENSMUSG00000030231,Plekha5,L33,TYPE_I,
ENSMUSG00000039713,Plekhg5,L33,TYPE_I,
ENSMUSG00000040852,Plekhh2,L33,,TYPE_II
ENSMUSG00000035172,Plekhh3,L33,,TYPE_II
ENSMUSG00000031775,Pllp,L33,,
ENSMUSG00000017754,Pltp,L33,,TYPE_II
ENSMUSG00000034845,Plvap,L33,,
ENSMUSG00000030084,Plxna1,L33,,TYPE_II
ENSMUSG00000029765,Plxna4,L33,TYPE_I,
ENSMUSG00000053646,Plxnb1,L33,TYPE_I,
ENSMUSG00000018217,Pmp22,L33,TYPE_I,TYPE_II
ENSMUSG00000038216,Pnmt,L33,,
ENSMUSG00000009739,Pou6f1,L33,TYPE_I,TYPE_II
ENSMUSG00000022383,Ppara,L33,TYPE_I,
ENSMUSG00000033526,Ppip5k1,L33,,
ENSMUSG00000027784,Ppm1l,L33,TYPE_I,
ENSMUSG00000033819,Ppp1r16a,L33,,
ENSMUSG00000043154,Ppp2r3a,L33,,
ENSMUSG00000041577,Prelp,L33,TYPE_I,
ENSMUSG00000048960,Prex2,L33,TYPE_I,
ENSMUSG00000030020,Prickle2,L33,TYPE_I,
ENSMUSG00000006542,Prkag3,L33,,
ENSMUSG00000037643,Prkci,L33,,
ENSMUSG00000002688,Prkd1,L33,,
ENSMUSG00000052920,Prkg1,L33,TYPE_I,
ENSMUSG00000079037,Prnp,L33,TYPE_I,TYPE_II
ENSMUSG00000046574,Prr12,L33,,
ENSMUSG00000055945,Prr18,L33,TYPE_I,
ENSMUSG00000064125,Prr36,L33,,
ENSMUSG00000039262,Prrc2b,L33,TYPE_I,
ENSMUSG00000079654,Prrt4,L33,,
ENSMUSG00000027978,Prss12,L33,TYPE_I,
ENSMUSG00000030800,Prss8,L33,,
ENSMUSG00000021466,Ptch1,L33,,
ENSMUSG00000027864,Ptgfrn,L33,TYPE_I,TYPE_II
ENSMUSG00000022607,Ptk2,L33,TYPE_I,
ENSMUSG00000023972,Ptk7,L33,,
ENSMUSG00000038502,Ptov1,L33,,
ENSMUSG00000020154,Ptprb,L33,,
ENSMUSG00000033295,Ptprf,L33,TYPE_I,
ENSMUSG00000033278,Ptprm,L33,,
ENSMUSG00000028909,Ptpru,L33,,
ENSMUSG00000004044,Ptrf,L33,,TYPE_II
ENSMUSG00000020674,Pxdn,L33,,
ENSMUSG00000037098,Rab11fip3,L33,TYPE_I,
ENSMUSG00000017639,Rab11fip4,L33,TYPE_I,
ENSMUSG00000031840,Rab3a,L33,TYPE_I,
ENSMUSG00000019478,Rab4a,L33,TYPE_I,TYPE_II
ENSMUSG00000018012,Rac3,L33,,TYPE_II
ENSMUSG00000029576,Radil,L33,,
ENSMUSG00000043518,Rai2,L33,,
ENSMUSG00000070565,Rasal2,L33,TYPE_I,TYPE_II
ENSMUSG00000030134,Rasgef1a,L33,TYPE_I,TYPE_II
ENSMUSG00000032946,Rasgrp2,L33,TYPE_I,TYPE_II
ENSMUSG00000041696,Rasl12,L33,TYPE_I,
ENSMUSG00000038618,Rassf7,L33,TYPE_I,
ENSMUSG00000035275,Raver2,L33,,
ENSMUSG00000028476,Reck,L33,,
ENSMUSG00000039852,Rere,L33,,
ENSMUSG00000030222,Rerg,L33,TYPE_I,
ENSMUSG00000025978,Rftn2,L33,TYPE_I,
ENSMUSG00000070509,Rgma,L33,TYPE_I,
ENSMUSG00000048027,Rgmb,L33,TYPE_I,TYPE_II
ENSMUSG00000020599,Rgs9,L33,,
ENSMUSG00000023755,Rhebl1,L33,,
ENSMUSG00000038195,Rilp,L33,,
ENSMUSG00000001313,Rnd2,L33,,
ENSMUSG00000003581,Rnf215,L33,,
ENSMUSG00000039096,Rsad1,L33,,
ENSMUSG00000034930,Rtkn,L33,TYPE_I,
ENSMUSG00000006586,Runx1t1,L33,TYPE_I,TYPE_II
ENSMUSG00000049532,Sall2,L33,TYPE_I,
ENSMUSG00000012017,Scarf2,L33,,
ENSMUSG00000025203,Scd2,L33,TYPE_I,TYPE_II
ENSMUSG00000032511,Scn5a,L33,TYPE_I,
ENSMUSG00000030873,Scnn1b,L33,,
ENSMUSG00000019124,Scrn1,L33,TYPE_I,
ENSMUSG00000016763,Scube1,L33,TYPE_I,
ENSMUSG00000007279,Scube2,L33,,
ENSMUSG00000054986,Sec14l3,L33,TYPE_I,
ENSMUSG00000057969,Sema3b,L33,,
ENSMUSG00000021904,Sema3g,L33,,
ENSMUSG00000019647,Sema6a,L33,,
ENSMUSG00000038777,Sema6c,L33,,
ENSMUSG00000027200,Sema6d,L33,TYPE_I,TYPE_II
ENSMUSG00000024548,Setbp1,L33,TYPE_I,
ENSMUSG00000038384,Setd1b,L33,,
ENSMUSG00000056370,Sftpb,L33,,
ENSMUSG00000022097,Sftpc,L33,,
ENSMUSG00000028524,Sgip1,L33,,
ENSMUSG00000042743,Sgtb,L33,TYPE_I,
ENSMUSG00000036206,Sh3bp4,L33,,TYPE_II
ENSMUSG00000053617,Sh3pxd2a,L33,TYPE_I,TYPE_II
ENSMUSG00000046280,She,L33,,
ENSMUSG00000018387,Shroom1,L33,TYPE_I,
ENSMUSG00000068270,Shroom4,L33,,
ENSMUSG00000030583,Sipa1l3,L33,,
ENSMUSG00000017740,Slc12a5,L33,,TYPE_II
ENSMUSG00000025557,Slc15a1,L33,,
ENSMUSG00000022899,Slc15a2,L33,,
ENSMUSG00000020142,Slc1a4,L33,TYPE_I,
ENSMUSG00000038267,Slc22a23,L33,TYPE_I,TYPE_II
ENSMUSG00000041771,Slc24a4,L33,TYPE_I,
ENSMUSG00000002346,Slc25a42,L33,,
ENSMUSG00000023942,Slc29a1,L33,TYPE_I,TYPE_II
ENSMUSG00000026791,Slc2a8,L33,TYPE_I,TYPE_II
ENSMUSG00000029188,Slc34a2,L33,,
ENSMUSG00000060181,Slc35e3,L33,TYPE_I,
ENSMUSG00000046822,Slc39a3,L33,,
ENSMUSG00000006574,Slc4a1,L33,,
ENSMUSG00000006641,Slc5a6,L33,TYPE_I,TYPE_II
ENSMUSG00000022756,Slc7a4,L33,TYPE_I,
ENSMUSG00000002504,Slc9a3r2,L33,TYPE_I,TYPE_II
ENSMUSG00000056427,Slit3,L33,,
ENSMUSG00000036867,Smad6,L33,,TYPE_II
ENSMUSG00000025880,Smad7,L33,TYPE_I,
ENSMUSG00000027796,Smad9,L33,,
ENSMUSG00000028949,Smarcd3,L33,,
ENSMUSG00000078350,Smim1,L33,,
ENSMUSG00000020439,Smtn,L33,TYPE_I,TYPE_II
ENSMUSG00000018363,Smurf2,L33,TYPE_I,
ENSMUSG00000025889,Snca,L33,TYPE_I,
ENSMUSG00000071669,Snx29,L33,,TYPE_II
ENSMUSG00000022982,Sod1,L33,TYPE_I,TYPE_II
ENSMUSG00000055485,Soga1,L33,TYPE_I,TYPE_II
ENSMUSG00000068747,Sort1,L33,TYPE_I,TYPE_II
ENSMUSG00000041540,Sox5,L33,,
ENSMUSG00000033444,Specc1l,L33,TYPE_I,
ENSMUSG00000037211,Spry1,L33,TYPE_I,
ENSMUSG00000020315,Sptbn1,L33,TYPE_I,
ENSMUSG00000067889,Sptbn2,L33,,
ENSMUSG00000020538,Srebf1,L33,,
ENSMUSG00000027579,Srms,L33,,
ENSMUSG00000030255,Sspn,L33,,
ENSMUSG00000031749,St3gal2,L33,TYPE_I,
ENSMUSG00000030688,Stard10,L33,,
ENSMUSG00000016128,Stard13,L33,TYPE_I,
ENSMUSG00000033276,Stk36,L33,TYPE_I,
ENSMUSG00000026797,Stxbp1,L33,TYPE_I,TYPE_II
ENSMUSG00000028369,Svep1,L33,TYPE_I,
ENSMUSG00000022340,Sybu,L33,TYPE_I,
ENSMUSG00000047977,Synb,L33,,
ENSMUSG00000004961,Syt5,L33,,
ENSMUSG00000033253,Szt2,L33,TYPE_I,
ENSMUSG00000039976,Tbc1d16,L33,TYPE_I,
ENSMUSG00000033083,Tbc1d4,L33,TYPE_I,TYPE_II
ENSMUSG00000037287,Tbcel,L33,,TYPE_II
ENSMUSG00000009097,Tbx1,L33,TYPE_I,
ENSMUSG00000000093,Tbx2,L33,,
ENSMUSG00000018604,Tbx3,L33,,
ENSMUSG00000055799,Tcf7l1,L33,TYPE_I,
ENSMUSG00000020034,Tcp11l2,L33,TYPE_I,TYPE_II
ENSMUSG00000038347,Tcte2,L33,,
ENSMUSG00000050052,Tdrp,L33,,
ENSMUSG00000066621,Tecpr1,L33,,TYPE_II
ENSMUSG00000049537,Tecrl,L33,TYPE_I,
ENSMUSG00000022389,Tef,L33,TYPE_I,
ENSMUSG00000006386,Tek,L33,,
ENSMUSG00000090206,Tepp,L33,,
ENSMUSG00000034832,Tet3,L33,,
ENSMUSG00000009670,Tex11,L33,,
ENSMUSG00000005718,Tfap4,L33,,TYPE_II
ENSMUSG00000023990,Tfeb,L33,,
ENSMUSG00000039239,Tgfb2,L33,TYPE_I,
ENSMUSG00000074743,Thbd,L33,TYPE_I,TYPE_II
ENSMUSG00000031480,Thsd1,L33,,TYPE_II
ENSMUSG00000017466,Timp2,L33,TYPE_I,TYPE_II
ENSMUSG00000110218,TINCR,L33,,
ENSMUSG00000040234,Tm7sf3,L33,,TYPE_II
ENSMUSG00000006526,Tmem110,L33,TYPE_I,
ENSMUSG00000061451,Tmem151a,L33,,
ENSMUSG00000039611,Tmem246,L33,TYPE_I,
ENSMUSG00000022537,Tmem44,L33,TYPE_I,
ENSMUSG00000035964,Tmem59l,L33,,
ENSMUSG00000078716,Tmem8b,L33,,
ENSMUSG00000049555,Tmie,L33,TYPE_I,
ENSMUSG00000000385,Tmprss2,L33,,
ENSMUSG00000047888,Tnrc6b,L33,TYPE_I,TYPE_II
ENSMUSG00000033327,Tnxb,L33,TYPE_I,
ENSMUSG00000000538,Tom1l2,L33,,
ENSMUSG00000032741,Tpcn1,L33,TYPE_I,TYPE_II
ENSMUSG00000002871,Tpra1,L33,TYPE_I,TYPE_II
ENSMUSG00000029030,Tprgl,L33,,
ENSMUSG00000041000,Trim62,L33,,
ENSMUSG00000025272,Tro,L33,TYPE_I,
ENSMUSG00000038375,Trp53inp2,L33,TYPE_I,TYPE_II
ENSMUSG00000032839,Trpc1,L33,,
ENSMUSG00000038260,Trpm4,L33,,
ENSMUSG00000002496,Tsc2,L33,,
ENSMUSG00000022010,Tsc22d1,L33,TYPE_I,TYPE_II
ENSMUSG00000037031,Tspan15,L33,,
ENSMUSG00000027217,Tspan18,L33,TYPE_I,
ENSMUSG00000090100,Ttbk2,L33,TYPE_I,
ENSMUSG00000033209,Ttc28,L33,TYPE_I,TYPE_II
ENSMUSG00000030276,Ttll3,L33,TYPE_I,
ENSMUSG00000036565,Ttyh3,L33,TYPE_I,TYPE_II
ENSMUSG00000037446,Tulp1,L33,,
ENSMUSG00000000811,Txnrd3,L33,TYPE_I,TYPE_II
ENSMUSG00000038538,Ubn2,L33,,
ENSMUSG00000018845,Unc45b,L33,TYPE_I,
ENSMUSG00000015127,Unkl,L33,,
ENSMUSG00000041523,Upk2,L33,,
ENSMUSG00000019820,Utrn,L33,TYPE_I,
ENSMUSG00000020894,Vamp2,L33,TYPE_I,TYPE_II
ENSMUSG00000021256,Vash1,L33,,
ENSMUSG00000021823,Vcl,L33,TYPE_I,TYPE_II
ENSMUSG00000091243,Vgll3,L33,,
ENSMUSG00000011171,Vipr2,L33,,
ENSMUSG00000054723,Vmac,L33,TYPE_I,TYPE_II
ENSMUSG00000001943,Vsig2,L33,,TYPE_II
